"CountryCode","SeriesCode","DESCRIPTION",
"FJI","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"FJI","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"FJI","IT.NET.BBND.P2","Until 2003: Telecom Fiji. Ministry of Information, Communications & Media Relations. Ministry of Industry, Tourism, Trade & Communications",
"FJI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"FJI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"FJI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"FJI","IT.CEL.SETS.P2","Until 2003: Telecom Fiji. Ministry of Information, Communications & Media Relations. Ministry of Industry, Tourism, Trade & Communications",
"FJI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"FJI","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"FJI","IT.CEL.SETS","Until 2003: Telecom Fiji. Ministry of Information, Communications & Media Relations. Ministry of Industry, Tourism, Trade & Communications",
"FJI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"FRA","SL.UEM.INTM.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.INTM.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.BASC.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.INTM.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.NEET.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.NEET.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.NEET.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"FRA","SL.UEM.TOTL.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.TOTL.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","SL.UEM.BASC.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.BASC.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.TOTL.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","PA.NUS.FCRF","Data are reported in French francs.",
"FRA","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","SL.UEM.ADVN.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","IS.RRS.PASG.KM","Source: OECD",
"FRA","IT.MLT.MAIN.P2","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. 1985-2003: estimates based on surveys at national borders. From 2004 source: DGE, Banque de France. Non resident visitor survey (EVE) - results 2018 provisional.",
"FRA","SP.DYN.TFRT.IN","Data source and note: Eurostat, United Nations World Population Prospects, Institut National de la Statistique et des Études Économiques. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","SP.DYN.CDRT.IN","Data source and note: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","SL.UEM.ADVN.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.ADVN.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.1524.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.1524.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.PART.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.PART.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.PART.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.INTM.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"FRA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"FRA","SL.TLF.INTM.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.INTM.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.CACT.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.CACT.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.CACT.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"FRA","SL.TLF.BASC.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.BASC.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","IT.MLT.MAIN","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","SL.TLF.BASC.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.ADVN.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.ACTI.1524.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.ACTI.1524.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.ACTI.1524.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.EMP.TOTL.SP.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.1524.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SP.DYN.CBRT.IN","Data source and note: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","SL.TLF.ADVN.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.ADVN.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.EMP.TOTL.SP.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.EMP.TOTL.SP.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.EMP.SMGT.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.EMP.1524.SP.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.EMP.1524.SP.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.EMP.1524.SP.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","IT.CEL.SETS.P2","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","IT.NET.BBND","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","IT.NET.USER.ZS","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"FRA","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"FRA","IS.RRS.GOOD.MT.K6","Source: OECD",
"FRA","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Source: DGE. Survey Follow-up of tourism demand (SDT). Resident population aged 15 years and above; trips in Overseas Departments are counted together with those abroad.",
"FRA","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1999-2004 source: ""Banque de France"".",
"FRA","SP.POP.GROW","Data source: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Mayotte, and Réunion.",
"FRA","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"FRA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"FRA","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","SP.DYN.LE00.MA.IN","Data source and note: Eurostat, United Nations World Population Prospects, Institut National de la Statistique et des Études Économiques. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"FRA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"FRA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"FRA","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","SP.POP.TOTL","Data source: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Mayotte, and Réunion.",
"FRA","IT.NET.BBND.P2","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"FRA","SP.DYN.LE00.FE.IN","Data source and note: Eurostat, United Nations World Population Prospects, Institut National de la Statistique et des Études Économiques. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1999-2004 source: ""Banque de France"".",
"FRA","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"FRA","IT.CEL.SETS","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRO","SP.DYN.CBRT.IN","Data source: Statistics Faroe Islands",
"FRO","IT.MLT.MAIN","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"FRO","SP.POP.GROW","Data source: United Nations World Population Prospects",
"FRO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"FRO","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"FRO","SP.DYN.LE00.FE.IN","Data source: Statistics Faroe Islands",
"FRO","IT.CEL.SETS.P2","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","IT.CEL.SETS","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","IT.NET.BBND","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","SP.DYN.LE00.MA.IN","Data source: Statistics Faroe Islands",
"FRO","SP.DYN.TFRT.IN","Data source: Statistics Faroe Islands",
"FRO","IT.NET.USER.ZS","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","IT.MLT.MAIN.P2","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","SP.DYN.CDRT.IN","Data source: Statistics Faroe Islands",
"FRO","IT.NET.BBND.P2","The Faroese Telephone Company, Danish National Telecom Agency.  Post and Telecom Surveillance Authority",
"FRO","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"FSM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"FSM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"FSM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"FSM","IT.MLT.MAIN.P2","FSM Telecommunication Corporation.",
"FSM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"FSM","IT.CEL.SETS","FSM Telecommunication Corporation.",
"FSM","IT.NET.BBND.P2","FSM Telecommunication Corporation.",
"FSM","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"FSM","SM.POP.TOTL","Estimates are derived from data on foreign-born population. The estimates for the Federated States of Micronesia reflect, to the extent possible, all persons born outside their territory.",
"FSM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"FSM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"FSM","IT.CEL.SETS.P2","FSM Telecommunication Corporation.",
"FSM","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"FSM","ST.INT.RCPT.CD","Compiled from data reported by the country. 1997-2008: country data.",
"FSM","IT.MLT.MAIN","FSM Telecommunication Corporation.",
"FSM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"FSM","IT.NET.USER.ZS","FSM Telecommunication Corporation.",
"FSM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"FSM","SP.POP.GROW","Data source: United Nations World Population Prospects",
"FSM","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Arrivals in the States of Kosrae, Chuuk, Pohnpei and Yap; excluding FSM citizens. Note 2018: data source: South Pacific Tourism Organisation (2018 Annual Visitor Arrivals Report).",
"FSM","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"FSM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"FSM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"FSM","IT.NET.BBND","FSM Telecommunication Corporation.",
"FSM","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1997-2008: country data.",
"GAB","IT.CEL.SETS.P2","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GAB","IT.NET.USER.ZS","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GAB","IT.CEL.SETS","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GAB","MS.MIL.XPND.ZS","2010 SIPRI estimates.",
"GAB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"GAB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"GAB","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"GAB","IT.NET.BBND","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","SP.POP.GROW","Data source: United Nations World Population Prospects",
"GAB","MS.MIL.XPND.CD","2010 SIPRI estimates.",
"GAB","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"GAB","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"GAB","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GAB","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"GAB","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"GAB","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"GAB","IT.NET.BBND.P2","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","IT.MLT.MAIN.P2","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GAB","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"GAB","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"GAB","MS.MIL.XPND.CN","2010 SIPRI estimates.",
"GAB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GAB","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"GAB","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"GAB","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GAB","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2020 is based on data from the BIS. Data include the effects of Paris Club debt buyback agreement signed in 2007.",
"GAB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"GAB","IT.MLT.MAIN","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"GAB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"GAB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"GAB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GBR","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"GBR","IS.RRS.GOOD.MT.K6","Source: OECD",
"GBR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"GBR","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","IT.NET.BBND","Office of Communications (Ofcom).",
"GBR","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Data collection by the International Passenger Survey (IPS) was suspended 16 March 2020, for the period April to December 2020 the figures are based on administrative sources and modelling; estimates prior to April 2020 are based on data collected from the International Passenger Survey.",
"GBR","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"GBR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GBR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GBR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"GBR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GBR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"GBR","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"GBR","IT.NET.USER.ZS","Office of Communications (Ofcom).",
"GBR","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
